phase_id,phase_percent,structure,volume_ml,voxel_count,touches_image_boundary,empty,reference_phase_percent,delta_from_reference_ml,previous_phase_percent,delta_from_previous_ml
phase_00,0,LV,0.4319999999999999,18,False,False,0,0.0,,
phase_00,0,RV,0.4319999999999999,18,False,False,0,0.0,,
phase_00,0,LA,0.4319999999999999,18,False,False,0,0.0,,
phase_00,0,RA,0.4319999999999999,18,False,False,0,0.0,,
phase_00,0,whole_heart,0.4319999999999999,18,False,False,0,0.0,,
phase_01,25,LV,0.6479999999999998,27,False,False,0,0.21599999999999991,0,0.21599999999999991
phase_01,25,RV,0.6479999999999998,27,False,False,0,0.21599999999999991,0,0.21599999999999991
phase_01,25,LA,0.6479999999999998,27,False,False,0,0.21599999999999991,0,0.21599999999999991
phase_01,25,RA,0.6479999999999998,27,False,False,0,0.21599999999999991,0,0.21599999999999991
phase_01,25,whole_heart,0.6479999999999998,27,False,False,0,0.21599999999999991,0,0.21599999999999991
phase_02,50,LV,0.4319999999999999,18,False,False,0,0.0,25,-0.21599999999999991
phase_02,50,RV,0.4319999999999999,18,False,False,0,0.0,25,-0.21599999999999991
phase_02,50,LA,0.4319999999999999,18,False,False,0,0.0,25,-0.21599999999999991
phase_02,50,RA,0.4319999999999999,18,False,False,0,0.0,25,-0.21599999999999991
phase_02,50,whole_heart,0.4319999999999999,18,False,False,0,0.0,25,-0.21599999999999991
phase_03,75,LV,0.6479999999999998,27,False,False,0,0.21599999999999991,50,0.21599999999999991
phase_03,75,RV,0.6479999999999998,27,False,False,0,0.21599999999999991,50,0.21599999999999991
phase_03,75,LA,0.6479999999999998,27,False,False,0,0.21599999999999991,50,0.21599999999999991
phase_03,75,RA,0.6479999999999998,27,False,False,0,0.21599999999999991,50,0.21599999999999991
phase_03,75,whole_heart,0.6479999999999998,27,False,False,0,0.21599999999999991,50,0.21599999999999991
